,race,subrace,section,content,race FR,subrace FR,section FR,content FR
10,hexblood,Hexblood Origins,Ability Score Increase,"One ability score of your choice increases by 2, and one other ability score of your choice increases by 1, or three ability scores of your choice increase by 1.",sang maléfique,Origines de Hexblood,Augmentation du score de capacité,"Une valeur de capacité de votre choix augmente de 2, et une autre valeur de capacité de votre choix augmente de 1, ou trois valeurs de capacité de votre choix augmentent de 1."
11,hexblood,Hexblood Origins,Creature Type,You are a Fey.,sang maléfique,Origines de Hexblood,Type de créature,Tu es une fée.
12,hexblood,Hexblood Origins,Size,You are Medium or Small. You choose the size when you gain this lineage.,sang maléfique,Origines de Hexblood,Taille,Vous êtes de taille moyenne ou petite. Vous choisissez la taille lorsque vous obtenez cette lignée.
13,hexblood,Hexblood Origins,Speed,Your walking speed is 30 feet.,sang maléfique,Origines de Hexblood,Vitesse,Votre vitesse de marche est de 30 pieds.
14,hexblood,Hexblood Origins,Ancestral Legacy,"If you replace a race with this lineage, you can keep the following elements of that race: any skill proficiencies you gained from it and any climbing, flying, or swimming speed you gained from it.",sang maléfique,Origines de Hexblood,Héritage ancestral,"Si vous remplacez une race par cette lignée, vous pouvez conserver les éléments suivants de cette race : toutes les compétences que vous avez acquises grâce à elle et toute vitesse d'escalade, de vol ou de nage que vous avez acquise grâce à elle."
15,hexblood,Hexblood Origins,Darkvision,You can see in dim light within 60 feet of you as if it were bright light and in darkness as if it were dim light. You discern colors in that darkness as shades of gray.,sang maléfique,Origines de Hexblood,Vision dans le noir,Vous pouvez voir dans la pénombre à moins de 18 mètres de vous comme s'il s'agissait d'une lumière vive et dans l'obscurité comme s'il s'agissait d'une lumière tamisée. Vous discernez les couleurs dans cette obscurité comme des nuances de gris.
16,hexblood,Hexblood Origins,Eerie Token,"As a bonus action, you can harmlessly remove a lock of your hair, one of your nails, or one of your teeth. This token is imbued with magic until you finish a long rest. While the token is imbued in this way, you can take these actions:",sang maléfique,Origines de Hexblood,Jeton étrange,"En tant qu'action bonus, vous pouvez retirer sans danger une mèche de vos cheveux, un de vos ongles ou une de vos dents. Ce jeton est imprégné de magie jusqu'à ce que vous ayez terminé un repos long. Tant que le jeton est imprégné de cette manière, vous pouvez effectuer les actions suivantes :"
17,hexblood,Hexblood Origins,Telepathic Message,"As an action, you can send a telepathic message to the creature holding or carrying the token, as long as you are within 10 miles of it. The message can contain up to twenty-five words.",sang maléfique,Origines de Hexblood,Message télépathique,"En tant qu'action, vous pouvez envoyer un message télépathique à la créature qui détient ou porte le jeton, à condition que vous vous trouviez à moins de 10 miles de celle-ci. Le message peut contenir jusqu'à vingt-cinq mots."
18,hexblood,Hexblood Origins,Remote Viewing,"If you are within 10 miles of the token, you can enter a trance as an action. The trance lasts for 1 minute, but it ends early if you dismiss it (no action required) or are incapacitated. During this trance, you can see and hear from the token as if you were located where it is. While you are using your senses at the token’s location, you are blinded and deafened in regard to your own surroundings. When the trance ends, the token is harmlessly destroyed.",sang maléfique,Origines de Hexblood,Visualisation à distance,"Si vous vous trouvez à moins de 10 miles du jeton, vous pouvez entrer en transe en tant qu'action. La transe dure 1 minute, mais elle se termine plus tôt que prévu si vous l'annulez (aucune action requise) ou si vous êtes dans l'incapacité de le faire. Pendant cette transe, vous pouvez voir et entendre le jeton comme si vous vous trouviez à l'endroit où il se trouve. Pendant que vous utilisez vos sens à l'emplacement du jeton, vous êtes aveuglé et assourdi par rapport à votre propre environnement. Lorsque la transe se termine, le jeton est détruit sans danger."
19,hexblood,Hexblood Origins,Hex Magic,"You can cast the Disguise Self and Hex spells with this trait. Once you cast either of these spells with this trait, you can’t cast that spell with it again until you finish a long rest. You can also cast these spells using any spell slots you have.",sang maléfique,Origines de Hexblood,Magie des sorts,"Vous pouvez lancer les sorts Déguisement et Maléfice avec ce trait. Une fois que vous avez lancé l'un de ces sorts avec ce trait, vous ne pouvez plus le lancer à nouveau avant d'avoir terminé un repos long. Vous pouvez également lancer ces sorts en utilisant n'importe quel emplacement de sort dont vous disposez."
20,hexblood,Hexblood Origins,,"
d6
Origin


1
Seeking a child, your parent made a bargain with a hag. You are the result of that arrangement.


2
Fey kidnappers swapped you and your parents’ child.


3
A coven of hags lost one of its members. You were created to replace the lost hag.


4
You were cursed as a child. A deal with the spirits of the forest transformed you into a hexblood, now free of the curse.


5
You began life as a fey creature, but an accident changed you and forced you from your home.


6
A slighted druid transformed you and bound you to live only so long as a sacred tree bears fruit.

",sang maléfique,Origines de Hexblood,,"d6
Origine

1
A la recherche d'un enfant, vos parents ont conclu un accord avec une sorcière. Vous êtes le résultat de cet arrangement.

2
Des ravisseurs féeriques vous ont échangé avec l'enfant de vos parents.

3
Un clan de sorcières a perdu l'un de ses membres. Vous avez été créé pour remplacer la sorcière perdue.

4
Vous avez été maudit étant enfant. Un accord avec les esprits de la forêt vous a transformé en un sang maléfique, désormais libéré de la malédiction.

5
Vous avez commencé votre vie en tant que créature féerique, mais un accident vous a changé et vous a forcé à quitter votre foyer.

6
Un druide méprisé vous a transformé et vous a contraint à ne vivre que tant qu'un arbre sacré porte des fruits."
21,hexblood,Becoming a Hag,Ability Score Increase,"One ability score of your choice increases by 2, and one other ability score of your choice increases by 1, or three ability scores of your choice increase by 1.",sang maléfique,Devenir une sorcière,Augmentation du score de capacité,"Une valeur de capacité de votre choix augmente de 2, et une autre valeur de capacité de votre choix augmente de 1, ou trois valeurs de capacité de votre choix augmentent de 1."
22,hexblood,Becoming a Hag,Creature Type,You are a Fey.,sang maléfique,Devenir une sorcière,Type de créature,Tu es une fée.
23,hexblood,Becoming a Hag,Size,You are Medium or Small. You choose the size when you gain this lineage.,sang maléfique,Devenir une sorcière,Taille,Vous êtes de taille moyenne ou petite. Vous choisissez la taille lorsque vous obtenez cette lignée.
24,hexblood,Becoming a Hag,Speed,Your walking speed is 30 feet.,sang maléfique,Devenir une sorcière,Vitesse,Votre vitesse de marche est de 30 pieds.
25,hexblood,Becoming a Hag,Ancestral Legacy,"If you replace a race with this lineage, you can keep the following elements of that race: any skill proficiencies you gained from it and any climbing, flying, or swimming speed you gained from it.",sang maléfique,Devenir une sorcière,Héritage ancestral,"Si vous remplacez une race par cette lignée, vous pouvez conserver les éléments suivants de cette race : toutes les compétences que vous avez acquises grâce à elle et toute vitesse d'escalade, de vol ou de nage que vous avez acquise grâce à elle."
26,hexblood,Becoming a Hag,Darkvision,You can see in dim light within 60 feet of you as if it were bright light and in darkness as if it were dim light. You discern colors in that darkness as shades of gray.,sang maléfique,Devenir une sorcière,Vision dans le noir,Vous pouvez voir dans la pénombre à moins de 18 mètres de vous comme s'il s'agissait d'une lumière vive et dans l'obscurité comme s'il s'agissait d'une lumière tamisée. Vous discernez les couleurs dans cette obscurité comme des nuances de gris.
27,hexblood,Becoming a Hag,Eerie Token,"As a bonus action, you can harmlessly remove a lock of your hair, one of your nails, or one of your teeth. This token is imbued with magic until you finish a long rest. While the token is imbued in this way, you can take these actions:",sang maléfique,Devenir une sorcière,Jeton étrange,"En tant qu'action bonus, vous pouvez retirer sans danger une mèche de vos cheveux, un de vos ongles ou une de vos dents. Ce jeton est imprégné de magie jusqu'à ce que vous ayez terminé un repos long. Tant que le jeton est imprégné de cette manière, vous pouvez effectuer les actions suivantes :"
28,hexblood,Becoming a Hag,Telepathic Message,"As an action, you can send a telepathic message to the creature holding or carrying the token, as long as you are within 10 miles of it. The message can contain up to twenty-five words.",sang maléfique,Devenir une sorcière,Message télépathique,"En tant qu'action, vous pouvez envoyer un message télépathique à la créature qui détient ou porte le jeton, à condition que vous vous trouviez à moins de 10 miles de celle-ci. Le message peut contenir jusqu'à vingt-cinq mots."
29,hexblood,Becoming a Hag,Remote Viewing,"If you are within 10 miles of the token, you can enter a trance as an action. The trance lasts for 1 minute, but it ends early if you dismiss it (no action required) or are incapacitated. During this trance, you can see and hear from the token as if you were located where it is. While you are using your senses at the token’s location, you are blinded and deafened in regard to your own surroundings. When the trance ends, the token is harmlessly destroyed.",sang maléfique,Devenir une sorcière,Visualisation à distance,"Si vous vous trouvez à moins de 10 miles du jeton, vous pouvez entrer en transe en tant qu'action. La transe dure 1 minute, mais elle se termine plus tôt que prévu si vous l'annulez (aucune action requise) ou si vous êtes dans l'incapacité de le faire. Pendant cette transe, vous pouvez voir et entendre le jeton comme si vous vous trouviez à l'endroit où il se trouve. Pendant que vous utilisez vos sens à l'emplacement du jeton, vous êtes aveuglé et assourdi par rapport à votre propre environnement. Lorsque la transe se termine, le jeton est détruit sans danger."
30,hexblood,Becoming a Hag,Hex Magic,"You can cast the Disguise Self and Hex spells with this trait. Once you cast either of these spells with this trait, you can’t cast that spell with it again until you finish a long rest. You can also cast these spells using any spell slots you have.",sang maléfique,Devenir une sorcière,Magie des sorts,"Vous pouvez lancer les sorts Déguisement et Maléfice avec ce trait. Une fois que vous avez lancé l'un de ces sorts avec ce trait, vous ne pouvez plus le lancer à nouveau avant d'avoir terminé un repos long. Vous pouvez également lancer ces sorts en utilisant n'importe quel emplacement de sort dont vous disposez."
31,hexblood,Becoming a Hag,,"
d6
Origin


1
Seeking a child, your parent made a bargain with a hag. You are the result of that arrangement.


2
Fey kidnappers swapped you and your parents’ child.


3
A coven of hags lost one of its members. You were created to replace the lost hag.


4
You were cursed as a child. A deal with the spirits of the forest transformed you into a hexblood, now free of the curse.


5
You began life as a fey creature, but an accident changed you and forced you from your home.


6
A slighted druid transformed you and bound you to live only so long as a sacred tree bears fruit.

",sang maléfique,Devenir une sorcière,,"d6
Origine

1
A la recherche d'un enfant, vos parents ont conclu un accord avec une sorcière. Vous êtes le résultat de cet arrangement.

2
Des ravisseurs féeriques vous ont échangé avec l'enfant de vos parents.

3
Un clan de sorcières a perdu l'un de ses membres. Vous avez été créé pour remplacer la sorcière perdue.

4
Vous avez été maudit étant enfant. Un accord avec les esprits de la forêt vous a transformé en un sang maléfique, désormais libéré de la malédiction.

5
Vous avez commencé votre vie en tant que créature féerique, mais un accident vous a changé et vous a forcé à quitter votre foyer.

6
Un druide méprisé vous a transformé et vous a contraint à ne vivre que tant qu'un arbre sacré porte des fruits."
