,race,subrace,section,content,race FR,subrace FR,section FR,content FR
10,shifter,Beasthide,Size,"Your size is Medium. To set your height and weight randomly, start with rolling a size modifier: Size modifier = 2d8 Height = 4 feet + 6 inches + your size modifier in inches Weight in pounds = 90 + (2d4 x your size modifier)",levier de vitesse,Peau de bête,Taille,"Votre taille est M. Pour définir votre taille et votre poids de manière aléatoire, commencez par lancer un modificateur de taille : Modificateur de taille = 2d8 Taille = 1,20 m + 15 cm + votre modificateur de taille en pouces Poids en livres = 40 + (2d4 x votre modificateur de taille)"
11,shifter,Beasthide,Speed,Your base walking speed is 30 feet.,levier de vitesse,Peau de bête,Vitesse,Votre vitesse de marche de base est de 30 pieds.
12,shifter,Beasthide,Darkvision,"You have superior vision in dark and dim conditions. You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray.",levier de vitesse,Peau de bête,Vision dans le noir,"Vous avez une vision supérieure dans l'obscurité et dans des conditions de faible luminosité. Vous pouvez voir dans une faible luminosité à moins de 18 mètres de vous comme s'il s'agissait d'une lumière vive, et dans l'obscurité comme s'il s'agissait d'une faible luminosité. Vous ne pouvez pas distinguer les couleurs dans l'obscurité, seulement les nuances de gris."
13,shifter,Beasthide,Shifting,"As a bonus action, you can assume a more bestial appearance. This transformation lasts for 1 minute, until you die, or until you revert to your normal appearance as a bonus action. When you shift, you gain temporary hit points equal to your level + your Constitution modifier (minimum of 1 temporary hit point). You also gain additional benefits that depend on your shifter subrace, described below.",levier de vitesse,Peau de bête,Déplacement,"En tant qu'action bonus, vous pouvez adopter une apparence plus bestiale. Cette transformation dure 1 minute, jusqu'à ce que vous mourriez ou que vous repreniez votre apparence normale en tant qu'action bonus. Lorsque vous vous métamorphosez, vous gagnez des points de vie temporaires égaux à votre niveau + votre modificateur de Constitution (minimum de 1 point de vie temporaire). Vous obtenez également des avantages supplémentaires qui dépendent de votre sous-race de métamorphe, décrits ci-dessous."
14,shifter,Beasthide,Languages,"You can speak, read, and write Common.",levier de vitesse,Peau de bête,Langues,"Vous pouvez parler, lire et écrire le commun."
15,shifter,Beasthide,"The beast within shapes each shifter physically and mentally. The four major subraces of shifter include: beasthide, longtooth, swiftstride, and wildhunt.",Choose a subrace for your shifter.,levier de vitesse,Peau de bête,"La bête intérieure façonne chaque métamorphe physiquement et mentalement. Les quatre principales sous-races de métamorphes sont : Beasthide, Longtooth, Swiftstride et Wildhunt.",Choisissez une sous-race pour votre shifter.
16,shifter,Beasthide,Ability Score Increase,"Your Constitution score increases by 2, and your Strength score increases by 1.",levier de vitesse,Peau de bête,Augmentation du score de capacité,Votre score de Constitution augmente de 2 et votre score de Force augmente de 1.
17,shifter,Beasthide,Natural Athlete,You have proficiency in the Athletics skill.,levier de vitesse,Peau de bête,Athlète naturel,Vous maîtrisez la compétence Athlétisme.
18,shifter,Beasthide,Shifting Feature,"Whenever you shift, you gain 1d6 additional temporary hit points. While shifted, you have a + 1 bonus to your Armor Class.",levier de vitesse,Peau de bête,Fonction de changement de vitesse,"À chaque fois que vous changez de personnage, vous gagnez 1d6 points de vie temporaires supplémentaires. Pendant ce temps, vous bénéficiez d'un bonus de +1 à votre classe d'armure."
19,shifter,Longtooth,Age,"Shifters are quick to mature both physically and emotionally, reaching young adulthood at age 10. They rarely live to be more than 70 years old.",levier de vitesse,Dent longue,Âge,"Les métamorphes mûrissent rapidement, tant physiquement qu'émotionnellement, et atteignent l'âge adulte à l'âge de 10 ans. Ils vivent rarement plus de 70 ans."
20,shifter,Longtooth,Alignment,"Shifters tend toward neutrality, being more focused on survival than concepts of good and evil. A love of personal freedom can drive shifters toward chaotic alignments.",levier de vitesse,Dent longue,Alignement,"Les métamorphes ont tendance à être neutres, se concentrant davantage sur la survie que sur les concepts de bien et de mal. L'amour de la liberté personnelle peut conduire les métamorphes vers des alignements chaotiques."
21,shifter,Longtooth,Size,"Your size is Medium. To set your height and weight randomly, start with rolling a size modifier: Size modifier = 2d8 Height = 4 feet + 6 inches + your size modifier in inches Weight in pounds = 90 + (2d4 x your size modifier)",levier de vitesse,Dent longue,Taille,"Votre taille est M. Pour définir votre taille et votre poids de manière aléatoire, commencez par lancer un modificateur de taille : Modificateur de taille = 2d8 Taille = 1,20 m + 15 cm + votre modificateur de taille en pouces Poids en livres = 40 + (2d4 x votre modificateur de taille)"
22,shifter,Longtooth,Speed,Your base walking speed is 30 feet.,levier de vitesse,Dent longue,Vitesse,Votre vitesse de marche de base est de 30 pieds.
23,shifter,Longtooth,Darkvision,"You have superior vision in dark and dim conditions. You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray.",levier de vitesse,Dent longue,Vision dans le noir,"Vous avez une vision supérieure dans l'obscurité et dans des conditions de faible luminosité. Vous pouvez voir dans une faible luminosité à moins de 18 mètres de vous comme s'il s'agissait d'une lumière vive, et dans l'obscurité comme s'il s'agissait d'une faible luminosité. Vous ne pouvez pas distinguer les couleurs dans l'obscurité, seulement les nuances de gris."
24,shifter,Longtooth,Shifting,"As a bonus action, you can assume a more bestial appearance. This transformation lasts for 1 minute, until you die, or until you revert to your normal appearance as a bonus action. When you shift, you gain temporary hit points equal to your level + your Constitution modifier (minimum of 1 temporary hit point). You also gain additional benefits that depend on your shifter subrace, described below.",levier de vitesse,Dent longue,Déplacement,"En tant qu'action bonus, vous pouvez adopter une apparence plus bestiale. Cette transformation dure 1 minute, jusqu'à ce que vous mourriez ou que vous repreniez votre apparence normale en tant qu'action bonus. Lorsque vous vous métamorphosez, vous gagnez des points de vie temporaires égaux à votre niveau + votre modificateur de Constitution (minimum de 1 point de vie temporaire). Vous obtenez également des avantages supplémentaires qui dépendent de votre sous-race de métamorphe, décrits ci-dessous."
25,shifter,Longtooth,Languages,"You can speak, read, and write Common.",levier de vitesse,Dent longue,Langues,"Vous pouvez parler, lire et écrire le commun."
26,shifter,Longtooth,"The beast within shapes each shifter physically and mentally. The four major subraces of shifter include: beasthide, longtooth, swiftstride, and wildhunt.",Choose a subrace for your shifter.,levier de vitesse,Dent longue,"La bête intérieure façonne chaque métamorphe physiquement et mentalement. Les quatre principales sous-races de métamorphes sont : Beasthide, Longtooth, Swiftstride et Wildhunt.",Choisissez une sous-race pour votre shifter.
27,shifter,Longtooth,Ability Score Increase,"Your Strength score increases by 2, and your Dexterity score increases by 1.",levier de vitesse,Dent longue,Augmentation du score de capacité,Votre score de Force augmente de 2 et votre score de Dextérité augmente de 1.
28,shifter,Longtooth,Natural Athlete,You have proficiency in the Athletics skill.,levier de vitesse,Dent longue,Athlète naturel,Vous maîtrisez la compétence Athlétisme.
29,shifter,Longtooth,Shifting Feature,"While shifted, you can use your elongated fangs to make an unarmed strike as a bonus action. If you hit with your fangs, you can deal piercing damage equal to 1d6 + your Strength modifier, instead of the bludgeoning damage normal for an unarmed strike.",levier de vitesse,Dent longue,Fonction de changement de vitesse,"Tant que vous êtes décalé, vous pouvez utiliser vos crocs allongés pour effectuer une attaque à mains nues en tant qu'action bonus. Si vous frappez avec vos crocs, vous pouvez infliger des dégâts perforants égaux à 1d6 + votre modificateur de Force, au lieu des dégâts contondants normaux pour une attaque à mains nues."
30,shifter,Longtooth,Fierce,You have proficiency in the Intimidation skill.,levier de vitesse,Dent longue,Féroce,Vous maîtrisez la compétence Intimidation.
31,shifter,Swiftstride,Age,"Shifters are quick to mature both physically and emotionally, reaching young adulthood at age 10. They rarely live to be more than 70 years old.",levier de vitesse,Foulée rapide,Âge,"Les métamorphes mûrissent rapidement, tant physiquement qu'émotionnellement, et atteignent l'âge adulte à l'âge de 10 ans. Ils vivent rarement plus de 70 ans."
32,shifter,Swiftstride,Alignment,"Shifters tend toward neutrality, being more focused on survival than concepts of good and evil. A love of personal freedom can drive shifters toward chaotic alignments.",levier de vitesse,Foulée rapide,Alignement,"Les métamorphes ont tendance à être neutres, se concentrant davantage sur la survie que sur les concepts de bien et de mal. L'amour de la liberté personnelle peut conduire les métamorphes vers des alignements chaotiques."
33,shifter,Swiftstride,Size,"Your size is Medium. To set your height and weight randomly, start with rolling a size modifier: Size modifier = 2d8 Height = 4 feet + 6 inches + your size modifier in inches Weight in pounds = 90 + (2d4 x your size modifier)",levier de vitesse,Foulée rapide,Taille,"Votre taille est M. Pour définir votre taille et votre poids de manière aléatoire, commencez par lancer un modificateur de taille : Modificateur de taille = 2d8 Taille = 1,20 m + 15 cm + votre modificateur de taille en pouces Poids en livres = 40 + (2d4 x votre modificateur de taille)"
34,shifter,Swiftstride,Speed,Your base walking speed is 30 feet.,levier de vitesse,Foulée rapide,Vitesse,Votre vitesse de marche de base est de 30 pieds.
35,shifter,Swiftstride,Darkvision,"You have superior vision in dark and dim conditions. You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray.",levier de vitesse,Foulée rapide,Vision dans le noir,"Vous avez une vision supérieure dans l'obscurité et dans des conditions de faible luminosité. Vous pouvez voir dans une faible luminosité à moins de 18 mètres de vous comme s'il s'agissait d'une lumière vive, et dans l'obscurité comme s'il s'agissait d'une faible luminosité. Vous ne pouvez pas distinguer les couleurs dans l'obscurité, seulement les nuances de gris."
36,shifter,Swiftstride,Shifting,"As a bonus action, you can assume a more bestial appearance. This transformation lasts for 1 minute, until you die, or until you revert to your normal appearance as a bonus action. When you shift, you gain temporary hit points equal to your level + your Constitution modifier (minimum of 1 temporary hit point). You also gain additional benefits that depend on your shifter subrace, described below.",levier de vitesse,Foulée rapide,Déplacement,"En tant qu'action bonus, vous pouvez adopter une apparence plus bestiale. Cette transformation dure 1 minute, jusqu'à ce que vous mourriez ou que vous repreniez votre apparence normale en tant qu'action bonus. Lorsque vous vous métamorphosez, vous gagnez des points de vie temporaires égaux à votre niveau + votre modificateur de Constitution (minimum de 1 point de vie temporaire). Vous obtenez également des avantages supplémentaires qui dépendent de votre sous-race de métamorphe, décrits ci-dessous."
37,shifter,Swiftstride,Languages,"You can speak, read, and write Common.",levier de vitesse,Foulée rapide,Langues,"Vous pouvez parler, lire et écrire le commun."
38,shifter,Swiftstride,"The beast within shapes each shifter physically and mentally. The four major subraces of shifter include: beasthide, longtooth, swiftstride, and wildhunt.",Choose a subrace for your shifter.,levier de vitesse,Foulée rapide,"La bête intérieure façonne chaque métamorphe physiquement et mentalement. Les quatre principales sous-races de métamorphes sont : Beasthide, Longtooth, Swiftstride et Wildhunt.",Choisissez une sous-race pour votre shifter.
39,shifter,Swiftstride,Ability Score Increase,"Your Dexterity score increases by 2, and your Charisma score increases by 1.",levier de vitesse,Foulée rapide,Augmentation du score de capacité,Votre score de Dextérité augmente de 2 et votre score de Charisme augmente de 1.
40,shifter,Swiftstride,Natural Athlete,You have proficiency in the Athletics skill.,levier de vitesse,Foulée rapide,Athlète naturel,Vous maîtrisez la compétence Athlétisme.
41,shifter,Swiftstride,Shifting Feature,"While shifted, your walking speed increases by 10 feet. Additionally, you can move up to 10 feet as a reaction when a creature ends its turn within 5 feet of you. This reactive movement doesn't provoke opportunity attacks.",levier de vitesse,Foulée rapide,Fonction de changement de vitesse,"Lorsque vous êtes décalé, votre vitesse de marche augmente de 3 mètres. De plus, vous pouvez vous déplacer jusqu'à 3 mètres en réaction lorsqu'une créature termine son tour à 1,5 mètre ou moins de vous. Ce mouvement réactif ne provoque pas d'attaques d'opportunité."
42,shifter,Swiftstride,Fierce,You have proficiency in the Intimidation skill.,levier de vitesse,Foulée rapide,Féroce,Vous maîtrisez la compétence Intimidation.
43,shifter,Swiftstride,Graceful,You have proficiency in the Acrobatics skill.,levier de vitesse,Foulée rapide,Gracieux,Vous maîtrisez la compétence Acrobatie.
44,shifter,Wildhunt,Age,"Shifters are quick to mature both physically and emotionally, reaching young adulthood at age 10. They rarely live to be more than 70 years old.",levier de vitesse,Chasse sauvage,Âge,"Les métamorphes mûrissent rapidement, tant physiquement qu'émotionnellement, et atteignent l'âge adulte à l'âge de 10 ans. Ils vivent rarement plus de 70 ans."
45,shifter,Wildhunt,Alignment,"Shifters tend toward neutrality, being more focused on survival than concepts of good and evil. A love of personal freedom can drive shifters toward chaotic alignments.",levier de vitesse,Chasse sauvage,Alignement,"Les métamorphes ont tendance à être neutres, se concentrant davantage sur la survie que sur les concepts de bien et de mal. L'amour de la liberté personnelle peut conduire les métamorphes vers des alignements chaotiques."
46,shifter,Wildhunt,Size,"Your size is Medium. To set your height and weight randomly, start with rolling a size modifier: Size modifier = 2d8 Height = 4 feet + 6 inches + your size modifier in inches Weight in pounds = 90 + (2d4 x your size modifier)",levier de vitesse,Chasse sauvage,Taille,"Votre taille est M. Pour définir votre taille et votre poids de manière aléatoire, commencez par lancer un modificateur de taille : Modificateur de taille = 2d8 Taille = 1,20 m + 15 cm + votre modificateur de taille en pouces Poids en livres = 40 + (2d4 x votre modificateur de taille)"
47,shifter,Wildhunt,Speed,Your base walking speed is 30 feet.,levier de vitesse,Chasse sauvage,Vitesse,Votre vitesse de marche de base est de 30 pieds.
48,shifter,Wildhunt,Darkvision,"You have superior vision in dark and dim conditions. You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were dim light. You can't discern color in darkness, only shades of gray.",levier de vitesse,Chasse sauvage,Vision dans le noir,"Vous avez une vision supérieure dans l'obscurité et dans des conditions de faible luminosité. Vous pouvez voir dans une faible luminosité à moins de 18 mètres de vous comme s'il s'agissait d'une lumière vive, et dans l'obscurité comme s'il s'agissait d'une faible luminosité. Vous ne pouvez pas distinguer les couleurs dans l'obscurité, seulement les nuances de gris."
49,shifter,Wildhunt,Shifting,"As a bonus action, you can assume a more bestial appearance. This transformation lasts for 1 minute, until you die, or until you revert to your normal appearance as a bonus action. When you shift, you gain temporary hit points equal to your level + your Constitution modifier (minimum of 1 temporary hit point). You also gain additional benefits that depend on your shifter subrace, described below.",levier de vitesse,Chasse sauvage,Déplacement,"En tant qu'action bonus, vous pouvez adopter une apparence plus bestiale. Cette transformation dure 1 minute, jusqu'à ce que vous mourriez ou que vous repreniez votre apparence normale en tant qu'action bonus. Lorsque vous vous métamorphosez, vous gagnez des points de vie temporaires égaux à votre niveau + votre modificateur de Constitution (minimum de 1 point de vie temporaire). Vous obtenez également des avantages supplémentaires qui dépendent de votre sous-race de métamorphe, décrits ci-dessous."
50,shifter,Wildhunt,Languages,"You can speak, read, and write Common.",levier de vitesse,Chasse sauvage,Langues,"Vous pouvez parler, lire et écrire le commun."
51,shifter,Wildhunt,"The beast within shapes each shifter physically and mentally. The four major subraces of shifter include: beasthide, longtooth, swiftstride, and wildhunt.",Choose a subrace for your shifter.,levier de vitesse,Chasse sauvage,"La bête intérieure façonne chaque métamorphe physiquement et mentalement. Les quatre principales sous-races de métamorphes sont : Beasthide, Longtooth, Swiftstride et Wildhunt.",Choisissez une sous-race pour votre shifter.
52,shifter,Wildhunt,Ability Score Increase,"Your Wisdom score increases by 2, and your Dexterity increases by 1.",levier de vitesse,Chasse sauvage,Augmentation du score de capacité,Votre score de Sagesse augmente de 2 et votre Dextérité augmente de 1.
53,shifter,Wildhunt,Natural Athlete,You have proficiency in the Athletics skill.,levier de vitesse,Chasse sauvage,Athlète naturel,Vous maîtrisez la compétence Athlétisme.
54,shifter,Wildhunt,Shifting Feature,"While shifted, you have advantage on Wisdom checks, and no creature within 30 feet of you can make an attack roll with advantage against you, unless you're incapacitated.",levier de vitesse,Chasse sauvage,Fonction de changement de vitesse,"Tant que vous êtes décalé, vous bénéficiez d'un avantage sur les tests de Sagesse, et aucune créature à moins de 30 pieds de vous ne peut effectuer un jet d'attaque avec avantage contre vous, à moins que vous ne soyez incapable de le faire."
55,shifter,Wildhunt,Fierce,You have proficiency in the Intimidation skill.,levier de vitesse,Chasse sauvage,Féroce,Vous maîtrisez la compétence Intimidation.
56,shifter,Wildhunt,Graceful,You have proficiency in the Acrobatics skill.,levier de vitesse,Chasse sauvage,Gracieux,Vous maîtrisez la compétence Acrobatie.
57,shifter,Wildhunt,Natural Tracker,You have proficiency in the Survival skill.,levier de vitesse,Chasse sauvage,Suivi naturel,Vous maîtrisez la compétence Survie.
58,shifter,Shifter MPMM,Age,"Shifters are quick to mature both physically and emotionally, reaching young adulthood at age 10. They rarely live to be more than 70 years old.",levier de vitesse,Levier de vitesse MPMM,Âge,"Les métamorphes mûrissent rapidement, tant physiquement qu'émotionnellement, et atteignent l'âge adulte à l'âge de 10 ans. Ils vivent rarement plus de 70 ans."
59,shifter,Shifter MPMM,Alignment,"Shifters tend toward neutrality, being more focused on survival than concepts of good and evil. A love of personal freedom can drive shifters toward chaotic alignments.",levier de vitesse,Levier de vitesse MPMM,Alignement,"Les métamorphes ont tendance à être neutres, se concentrant davantage sur la survie que sur les concepts de bien et de mal. L'amour de la liberté personnelle peut conduire les métamorphes vers des alignements chaotiques."
60,shifter,Shifter MPMM,Size,Medium,levier de vitesse,Levier de vitesse MPMM,Taille,Moyen
61,shifter,Shifter MPMM,Speed,30 ft.,levier de vitesse,Levier de vitesse MPMM,Vitesse,30 pieds
62,shifter,Shifter MPMM,Darkvision,"You can see in dim light within 60 feet of you as if it were bright light, and in darkness as if it were in dim light. You discern colors in that darkness only as shades of gray.",levier de vitesse,Levier de vitesse MPMM,Vision dans le noir,"Vous pouvez voir dans la pénombre à moins de 18 mètres de vous comme s'il s'agissait d'une lumière vive, et dans l'obscurité comme s'il s'agissait d'une faible lumière. Dans cette obscurité, vous ne discernez les couleurs que sous forme de nuances de gris."
63,shifter,Shifter MPMM,Shifting,"As a bonus action, you can assume a more bestial appearance. This transformation lasts for 1 minute, until you die, or until you revert to your normal appearance as a bonus action. When you shift, you gain temporary hit points equal to 2 × your proficiency bonus. You can shift a number of times equal to your proficiency bonus, and you regain all expended uses when you finish a long rest.",levier de vitesse,Levier de vitesse MPMM,Déplacement,"En tant qu'action bonus, vous pouvez prendre une apparence plus bestiale. Cette transformation dure 1 minute, jusqu'à ce que vous mourriez ou que vous repreniez votre apparence normale en tant qu'action bonus. Lorsque vous vous transformez, vous gagnez des points de vie temporaires égaux à 2 × votre bonus de maîtrise. Vous pouvez vous transformer un nombre de fois égal à votre bonus de maîtrise, et vous récupérez toutes les utilisations dépensées lorsque vous terminez un repos long."
64,shifter,Shifter MPMM,Languages,"You can speak, read, and write Common and one other language that you and your DM agree is appropriate for your character.",levier de vitesse,Levier de vitesse MPMM,Langues,"Vous pouvez parler, lire et écrire le commun et une autre langue que vous et votre MD considérez comme appropriée pour votre personnage."
65,shifter,Shifter MPMM,"The beast within shapes each shifter physically and mentally. The four major subraces of shifter include: beasthide, longtooth, swiftstride, and wildhunt.",Choose a subrace for your shifter.,levier de vitesse,Levier de vitesse MPMM,"La bête intérieure façonne chaque métamorphe physiquement et mentalement. Les quatre principales sous-races de métamorphes sont : Beasthide, Longtooth, Swiftstride et Wildhunt.",Choisissez une sous-race pour votre shifter.
66,shifter,Shifter MPMM,Ability Score Increase,"One ability score of your choice increases by 2, and one other ability score of your choice increases by 1, or three ability scores of your choice increase by 1.",levier de vitesse,Levier de vitesse MPMM,Augmentation du score de capacité,"Une valeur de capacité de votre choix augmente de 2, et une autre valeur de capacité de votre choix augmente de 1, ou trois valeurs de capacité de votre choix augmentent de 1."
67,shifter,Shifter MPMM,Natural Athlete,You have proficiency in the Athletics skill.,levier de vitesse,Levier de vitesse MPMM,Athlète naturel,Vous maîtrisez la compétence Athlétisme.
68,shifter,Shifter MPMM,Shifting Feature,"While shifted, you have advantage on Wisdom checks, and no creature within 30 feet of you can make an attack roll with advantage against you, unless you're incapacitated.",levier de vitesse,Levier de vitesse MPMM,Fonction de changement de vitesse,"Tant que vous êtes décalé, vous bénéficiez d'un avantage sur les tests de Sagesse, et aucune créature à moins de 30 pieds de vous ne peut effectuer un jet d'attaque avec avantage contre vous, à moins que vous ne soyez incapable de le faire."
69,shifter,Shifter MPMM,Fierce,You have proficiency in the Intimidation skill.,levier de vitesse,Levier de vitesse MPMM,Féroce,Vous maîtrisez la compétence Intimidation.
70,shifter,Shifter MPMM,Graceful,You have proficiency in the Acrobatics skill.,levier de vitesse,Levier de vitesse MPMM,Gracieux,Vous maîtrisez la compétence Acrobatie.
71,shifter,Shifter MPMM,Natural Tracker,You have proficiency in the Survival skill.,levier de vitesse,Levier de vitesse MPMM,Suivi naturel,Vous maîtrisez la compétence Survie.
72,shifter,Shifter MPMM,,"
d6
Ancestor
Suggested Shifting Option


1
Werebear
Beasthide


2
Wereboar
Beasthide


3
Wererat
Swiftstride


4
Weretiger
Swiftstride


5
Werewolf (wolflike)
Longtooth


6
Werewolf (doglike)
Wildhunt

",levier de vitesse,Levier de vitesse MPMM,,"d6
Ancêtre
Option de changement suggérée

1
Ours-garou
Peau de bête

2
Sanglier-garou
Peau de bête

3
Rat-garou
Pas rapide

4
Tigre-garou
Pas rapide

5
Loup-garou (semblable à un loup)
Longtooth

6
Loup-garou (semblable à un chien)
Chasse sauvage"
73,shifter,Shifter MPMM,Bestial Instincts,"Channeling the beast within, you have proficiency in one of the following skills of your choice: Acrobatics, Athletics, Intimidation, or Survival.",levier de vitesse,Levier de vitesse MPMM,Instincts bestiaux,"En canalisant la bête qui est en vous, vous maîtrisez l'une des compétences suivantes de votre choix : acrobaties, athlétisme, intimidation ou survie."
