,race,subrace,section,content,race FR,subrace FR,section FR,content FR
10,cervan,Grove Cervan,Size,"Grove cervans stand between 5 and 6 feet tall, and have light builds, weighing between 130 and 180 pounds.",Cervan,Bosquet Cervan,Taille,"Les cervans des bois mesurent entre 1,5 et 1,80 mètre et sont de corpulence légère, pesant entre 60 et 82 kg."
11,cervan,Grove Cervan,Speed,Your base walking speed is 30 feet.,Cervan,Bosquet Cervan,Vitesse,Votre vitesse de marche de base est de 30 pieds.
12,cervan,Grove Cervan,Practical,"Cervans are eminently practical and like to spend their time learning useful skills for life in their woodland villages. You gain proficiency in one of the following skills: Athletics, Medicine, Nature, or Survival.",Cervan,Bosquet Cervan,Pratique,"Les Cervans sont éminemment pratiques et aiment passer leur temps à acquérir des compétences utiles pour la vie dans leurs villages forestiers. Vous acquérez une maîtrise dans l'une des compétences suivantes : athlétisme, médecine, nature ou survie."
13,cervan,Grove Cervan,Surge of Vigor,"All cervans possess a great tenacity and will to survive, which allows them to bounce back from even the most devastating blows. If an attack deals over half of your current remaining hit points in damage, (even if your hit points are reduced to 0 by the attack) you immediately regain hit points equal to 1d12 + your Constitution Modifier.
You can’t use this feature again until you have completed a long rest.",Cervan,Bosquet Cervan,Un regain de vigueur,"Tous les cervans possèdent une grande ténacité et une volonté de survie qui leur permet de rebondir même après les coups les plus dévastateurs. Si une attaque inflige plus de la moitié de vos points de vie restants en dégâts (même si vos points de vie sont réduits à 0 par l'attaque), vous récupérez immédiatement un nombre de points de vie égal à 1d12 + votre modificateur de Constitution. 
Vous ne pouvez pas utiliser cette capacité à nouveau avant d'avoir terminé un repos long."
14,cervan,Grove Cervan,Languages,"You can speak, read, and write Birdfolk, and speak Cervan (Cervan has no written component).",Cervan,Bosquet Cervan,Langues,"Vous pouvez parler, lire et écrire le Birdfolk, et parler le Cervan (le Cervan n'a pas de composante écrite)."
15,cervan,Grove Cervan,Subrace,There are two main subraces of cervans: grove or pronghorn. Choose one of these subraces.,Cervan,Bosquet Cervan,Sous-race,Il existe deux sous-races principales de cervidés : les antilopes d'Amérique ou les bosquets. Choisissez l'une de ces sous-races.
16,cervan,Grove Cervan,Swift,Your base walking speed increases to 35 feet.,Cervan,Bosquet Cervan,Rapide,Votre vitesse de marche de base augmente à 35 pieds.
17,cervan,Grove Cervan,Standing Leap,"Your base long jump is 30 feet, and your base high jump is 15 feet, with or without a running start.",Cervan,Bosquet Cervan,Saut debout,"Votre saut en longueur de base est de 30 pieds et votre saut en hauteur de base est de 15 pieds, avec ou sans départ en courant."
18,cervan,Grove Cervan,Nimble Step,Opportunity attacks made against you are rolled with disadvantage.,Cervan,Bosquet Cervan,Pas agile,Les attaques d'opportunité lancées contre vous sont lancées avec un désavantage.
19,cervan,Pronghorn Cervan,Ability Score Increase,Your Strength score increases by 1.,Cervan,Antilope d'Amérique Cervan,Augmentation du score de capacité,Votre score de Force augmente de 1.
20,cervan,Pronghorn Cervan,Age,"Cervans reach maturity around 12 years. They live long lives compared to the rest of the Humblefolk, between 100 and 150 years, something they attribute as much to their way of life as the blessing of Cairith. Pronghorns generally live longer than grove cervans, which is considered a sign of Cairith’s favor.",Cervan,Antilope d'Amérique Cervan,Âge,"Les cervanes atteignent leur maturité vers 12 ans. Ils vivent plus longtemps que le reste des Humblefolk, entre 100 et 150 ans, ce qu'ils attribuent autant à leur mode de vie qu'à la bénédiction de Cairith. Les antilopes vivent généralement plus longtemps que les cervanes des bosquets, ce qui est considéré comme un signe de la faveur de Cairith."
21,cervan,Pronghorn Cervan,Size,"Grove cervans stand between 5 and 6 feet tall, and have light builds, weighing between 130 and 180 pounds.",Cervan,Antilope d'Amérique Cervan,Taille,"Les cervans des bois mesurent entre 1,5 et 1,80 mètre et sont de corpulence légère, pesant entre 60 et 82 kg."
22,cervan,Pronghorn Cervan,Speed,Your base walking speed is 30 feet.,Cervan,Antilope d'Amérique Cervan,Vitesse,Votre vitesse de marche de base est de 30 pieds.
23,cervan,Pronghorn Cervan,Practical,"Cervans are eminently practical and like to spend their time learning useful skills for life in their woodland villages. You gain proficiency in one of the following skills: Athletics, Medicine, Nature, or Survival.",Cervan,Antilope d'Amérique Cervan,Pratique,"Les Cervans sont éminemment pratiques et aiment passer leur temps à acquérir des compétences utiles pour la vie dans leurs villages forestiers. Vous acquérez une maîtrise dans l'une des compétences suivantes : athlétisme, médecine, nature ou survie."
24,cervan,Pronghorn Cervan,Surge of Vigor,"All cervans possess a great tenacity and will to survive, which allows them to bounce back from even the most devastating blows. If an attack deals over half of your current remaining hit points in damage, (even if your hit points are reduced to 0 by the attack) you immediately regain hit points equal to 1d12 + your Constitution Modifier.
You can’t use this feature again until you have completed a long rest.",Cervan,Antilope d'Amérique Cervan,Un regain de vigueur,"Tous les cervans possèdent une grande ténacité et une volonté de survie qui leur permet de rebondir même après les coups les plus dévastateurs. Si une attaque inflige plus de la moitié de vos points de vie restants en dégâts (même si vos points de vie sont réduits à 0 par l'attaque), vous récupérez immédiatement un nombre de points de vie égal à 1d12 + votre modificateur de Constitution. 
Vous ne pouvez pas utiliser cette capacité à nouveau avant d'avoir terminé un repos long."
25,cervan,Pronghorn Cervan,Languages,"You can speak, read, and write Birdfolk, and speak Cervan (Cervan has no written component).",Cervan,Antilope d'Amérique Cervan,Langues,"Vous pouvez parler, lire et écrire le Birdfolk, et parler le Cervan (le Cervan n'a pas de composante écrite)."
26,cervan,Pronghorn Cervan,Subrace,There are two main subraces of cervans: grove or pronghorn. Choose one of these subraces.,Cervan,Antilope d'Amérique Cervan,Sous-race,Il existe deux sous-races principales de cervidés : les antilopes d'Amérique ou les bosquets. Choisissez l'une de ces sous-races.
27,cervan,Pronghorn Cervan,Swift,Your base walking speed increases to 35 feet.,Cervan,Antilope d'Amérique Cervan,Rapide,Votre vitesse de marche de base augmente à 35 pieds.
28,cervan,Pronghorn Cervan,Standing Leap,"Your base long jump is 30 feet, and your base high jump is 15 feet, with or without a running start.",Cervan,Antilope d'Amérique Cervan,Saut debout,"Votre saut en longueur de base est de 30 pieds et votre saut en hauteur de base est de 15 pieds, avec ou sans départ en courant."
29,cervan,Pronghorn Cervan,Nimble Step,Opportunity attacks made against you are rolled with disadvantage.,Cervan,Antilope d'Amérique Cervan,Pas agile,Les attaques d'opportunité lancées contre vous sont lancées avec un désavantage.
30,cervan,Pronghorn Cervan,Robust Build,"Your carrying capacity is doubled, as is the weight you can push, drag, or lift.",Cervan,Antilope d'Amérique Cervan,Construction robuste,"Votre capacité de charge est doublée, tout comme le poids que vous pouvez pousser, traîner ou soulever."
31,cervan,Pronghorn Cervan,Antlers,"You have a set of large, strong antlers that can be used to make devastating charge attacks. You can use your unarmed strike to gore opponents, dealing 1d6 + your Strength Modifier piercing damage on a hit.",Cervan,Antilope d'Amérique Cervan,Bois de cerf,"Vous disposez d'une paire de grands bois robustes qui peuvent être utilisés pour effectuer des attaques de charge dévastatrices. Vous pouvez utiliser votre frappe à mains nues pour ensanglanter vos adversaires, infligeant 1d6 + votre modificateur de force de dégâts perforants sur un coup."
