,race,subrace,section,content,race FR,subrace FR,section FR,content FR
12,gith,Githyanki,Ability Score Improvement,Your Strength score increases by 2.,gith,Githyanki,Amélioration du score de capacité,Votre score de Force augmente de 2.
13,gith,Githyanki,Alignment,"Githyanki tend toward lawful evil. They are aggressive and arrogant, and they remain the faithful servants of their lich-queen, Vlaakith. Renegade githyanki tend toward chaos.",gith,Githyanki,Alignement,"Les Githyanki ont tendance à être mauvais et loyaux. Ils sont agressifs et arrogants, et ils restent les fidèles serviteurs de leur reine-liche, Vlaakith. Les Githyanki renégats ont tendance à être chaotiques."
14,gith,Githyanki,Decadent Mastery,"You learn one language of your choice, and you are proficient with one skill or tool of your choice. In the timeless city of Tu'narath, githyanki have bountiful time to master odd bits of knowledge.",gith,Githyanki,Maîtrise décadente,"Vous apprenez une langue de votre choix et vous maîtrisez une compétence ou un outil de votre choix. Dans la cité intemporelle de Tu'narath, les githyankis ont tout le temps nécessaire pour maîtriser des bribes de connaissances."
15,gith,Githyanki,Martial Prodigy,"You are proficient with light and medium armor and with shortswords, longswords, and greatswords.",gith,Githyanki,Prodige martial,"Vous maîtrisez les armures légères et moyennes ainsi que les épées courtes, les épées longues et les épées à deux mains."
16,gith,Githyanki,Githyanki Psionics,"You know the Mage Hand cantrip, and the hand is invisible when you cast the cantrip with this trait.
When you reach 3rd level, you can cast Jump once with this trait, and you regain the ability to do so when you finish a long rest. When you reach 5th level, you can cast the Misty Step spell once with this trait, and you regain the ability to do so when you finish a long rest.",gith,Githyanki,La psionique des Githyanki,"Vous connaissez le sort de magie Main du mage, et la main est invisible lorsque vous lancez le sort avec ce trait.
Lorsque vous atteignez le niveau 3, vous pouvez lancer Saut une fois avec ce trait, et vous récupérez la capacité de le faire lorsque vous terminez un repos long. Lorsque vous atteignez le niveau 5, vous pouvez lancer le sort Pas brumeux une fois avec ce trait, et vous récupérez la capacité de le faire lorsque vous terminez un repos long."
17,gith,Githzerai,Ability Score Increase,Your Intelligence score increases by 1.,gith,Githzerai,Augmentation du score de capacité,Votre score d'intelligence augmente de 1.
18,gith,Githzerai,Age,Gith reach adulthood in their late teens and live for about a century.,gith,Githzerai,Âge,Les Gith atteignent l’âge adulte à la fin de leur adolescence et vivent environ un siècle.
19,gith,Githzerai,Size,"Your height is 4'11"" with a modifier of +2d12. Your weight is 90 lbs. with a modifier of +(height roll) x 1d4.",gith,Githzerai,Taille,"Votre taille est de 1,50 m avec un modificateur de +2d12. Votre poids est de 40 kg avec un modificateur de +(test de taille) x 1d4."
20,gith,Githzerai,Speed,Your base walking speed is 30 feet.,gith,Githzerai,Vitesse,Votre vitesse de marche de base est de 30 pieds.
21,gith,Githzerai,Languages,"You can speak, read, and write Common and Gith.",gith,Githzerai,Langues,"Vous pouvez parler, lire et écrire le commun et le gith."
22,gith,Githzerai,Subrace,"There are two kinds of gith, githyanki and githzerai. Choose one of these subraces.",gith,Githzerai,Sous-race,Il existe deux types de giths : les githyanki et les githzerai. Choisissez l'une de ces sous-races.
23,gith,Githzerai,Ability Score Improvement,Your Wisdom score increases by 2.,gith,Githzerai,Amélioration du score de capacité,Votre score de Sagesse augmente de 2.
24,gith,Githzerai,Alignment,Githzerai tend toward lawful neutral. Their rigorous training in psychic abilities requires an implacable mental discipline.,gith,Githzerai,Alignement,Les Githzerai ont tendance à être neutres et loyaux. Leur entraînement rigoureux aux capacités psychiques requiert une discipline mentale implacable.
25,gith,Githzerai,Decadent Mastery,"You learn one language of your choice, and you are proficient with one skill or tool of your choice. In the timeless city of Tu'narath, githyanki have bountiful time to master odd bits of knowledge.",gith,Githzerai,Maîtrise décadente,"Vous apprenez une langue de votre choix et vous maîtrisez une compétence ou un outil de votre choix. Dans la cité intemporelle de Tu'narath, les githyankis ont tout le temps nécessaire pour maîtriser des bribes de connaissances."
26,gith,Githzerai,Martial Prodigy,"You are proficient with light and medium armor and with shortswords, longswords, and greatswords.",gith,Githzerai,Prodige martial,"Vous maîtrisez les armures légères et moyennes ainsi que les épées courtes, les épées longues et les épées à deux mains."
27,gith,Githzerai,Githyanki Psionics,"You know the Mage Hand cantrip, and the hand is invisible when you cast the cantrip with this trait.
When you reach 3rd level, you can cast Jump once with this trait, and you regain the ability to do so when you finish a long rest. When you reach 5th level, you can cast the Misty Step spell once with this trait, and you regain the ability to do so when you finish a long rest.",gith,Githzerai,La psionique des Githyanki,"Vous connaissez le sort de magie Main du mage, et la main est invisible lorsque vous lancez le sort avec ce trait.
Lorsque vous atteignez le niveau 3, vous pouvez lancer Saut une fois avec ce trait, et vous récupérez la capacité de le faire lorsque vous terminez un repos long. Lorsque vous atteignez le niveau 5, vous pouvez lancer le sort Pas brumeux une fois avec ce trait, et vous récupérez la capacité de le faire lorsque vous terminez un repos long."
28,gith,Githzerai,Mental Discipline,"You have advantage on saving throws against the charmed and frightened conditions. Under the tutelage of monastic masters, githzerai learn to govern their own minds.",gith,Githzerai,Discipline mentale,"Vous bénéficiez d'un avantage aux jets de sauvegarde contre les états charmé et effrayé. Sous la tutelle de maîtres monastiques, les githzerai apprennent à gouverner leur propre esprit."
29,gith,Githzerai,Githzerai Psionics,"You know the Mage Hand cantrip, and the hand is invisible when you cast the cantrip with this trait.",gith,Githzerai,Les pouvoirs psioniques de Githzerai,"Vous connaissez le tour de passe-passe Main du Mage, et la main est invisible lorsque vous lancez le tour de passe-passe avec ce trait."
30,gith,Githyanki MPMM,Ability Score Increase,"One ability score of your choice increases by 2, and one other ability score of your choice increases by 1, or three ability scores of your choice increase by 1.",gith,MPMM de Githyanki,Augmentation du score de capacité,"Une valeur de capacité de votre choix augmente de 2, et une autre valeur de capacité de votre choix augmente de 1, ou trois valeurs de capacité de votre choix augmentent de 1."
31,gith,Githyanki MPMM,Age,Gith reach adulthood in their late teens and live for about a century.,gith,MPMM de Githyanki,Âge,Les Gith atteignent l’âge adulte à la fin de leur adolescence et vivent environ un siècle.
32,gith,Githyanki MPMM,Size,Medium,gith,MPMM de Githyanki,Taille,Moyen
33,gith,Githyanki MPMM,Speed,30 ft.,gith,MPMM de Githyanki,Vitesse,30 pieds
34,gith,Githyanki MPMM,Languages,"You can speak, read, and write Common and one other language that you and your DM agree is appropriate for your character.",gith,MPMM de Githyanki,Langues,"Vous pouvez parler, lire et écrire le commun et une autre langue que vous et votre MD considérez comme appropriée pour votre personnage."
35,gith,Githyanki MPMM,Subrace,"There are two kinds of gith, githyanki and githzerai. Choose one of these subraces.",gith,MPMM de Githyanki,Sous-race,Il existe deux types de giths : les githyanki et les githzerai. Choisissez l'une de ces sous-races.
36,gith,Githyanki MPMM,Ability Score Improvement,Your Wisdom score increases by 2.,gith,MPMM de Githyanki,Amélioration du score de capacité,Votre score de Sagesse augmente de 2.
37,gith,Githyanki MPMM,Alignment,Githzerai tend toward lawful neutral. Their rigorous training in psychic abilities requires an implacable mental discipline.,gith,MPMM de Githyanki,Alignement,Les Githzerai ont tendance à être neutres et loyaux. Leur entraînement rigoureux aux capacités psychiques requiert une discipline mentale implacable.
38,gith,Githyanki MPMM,Decadent Mastery,"You learn one language of your choice, and you are proficient with one skill or tool of your choice. In the timeless city of Tu'narath, githyanki have bountiful time to master odd bits of knowledge.",gith,MPMM de Githyanki,Maîtrise décadente,"Vous apprenez une langue de votre choix et vous maîtrisez une compétence ou un outil de votre choix. Dans la cité intemporelle de Tu'narath, les githyankis ont tout le temps nécessaire pour maîtriser des bribes de connaissances."
39,gith,Githyanki MPMM,Martial Prodigy,"You are proficient with light and medium armor and with shortswords, longswords, and greatswords.",gith,MPMM de Githyanki,Prodige martial,"Vous maîtrisez les armures légères et moyennes ainsi que les épées courtes, les épées longues et les épées à deux mains."
40,gith,Githyanki MPMM,Githyanki Psionics,"You know the Mage Hand cantrip, and the hand is invisible when you cast the cantrip with this trait.",gith,MPMM de Githyanki,La psionique des Githyanki,"Vous connaissez le tour de passe-passe Main du Mage, et la main est invisible lorsque vous lancez le tour de passe-passe avec ce trait."
41,gith,Githyanki MPMM,Mental Discipline,"You have advantage on saving throws against the charmed and frightened conditions. Under the tutelage of monastic masters, githzerai learn to govern their own minds.",gith,MPMM de Githyanki,Discipline mentale,"Vous bénéficiez d'un avantage aux jets de sauvegarde contre les états charmé et effrayé. Sous la tutelle de maîtres monastiques, les githzerai apprennent à gouverner leur propre esprit."
42,gith,Githyanki MPMM,Githzerai Psionics,"You know the Mage Hand cantrip, and the hand is invisible when you cast the cantrip with this trait.",gith,MPMM de Githyanki,Psionisme de Githzerai,"Vous connaissez le tour de passe-passe Main du Mage, et la main est invisible lorsque vous lancez le tour de passe-passe avec ce trait."
43,gith,Githyanki MPMM,Astral Knowledge,"You can mystically access a reservoir of experiences of entities connected to the Astral Plane. Whenever you finish a long rest, you gain proficiency in one skill of your choice and with one weapon or tool of your choice, selected from the Player's Handbook, as you momentarily project your consciousness into the Astral Plane. These proficiencies last until the end of your next long rest.",gith,MPMM de Githyanki,Connaissance astrale,"Vous pouvez accéder mystiquement à un réservoir d'expériences d'entités connectées au plan astral. Chaque fois que vous terminez un repos long, vous gagnez la maîtrise d'une compétence de votre choix et d'une arme ou d'un outil de votre choix, sélectionné dans le Manuel du joueur, tandis que vous projetez momentanément votre conscience dans le plan astral. Ces compétences durent jusqu'à la fin de votre prochain repos long."
44,gith,Githyanki MPMM,Psychic Resilience,You have resistance to psychic damage.,gith,MPMM de Githyanki,Résilience psychique,Vous avez une résistance aux dégâts psychiques.
45,gith,Githzerai MPMM,Ability Score Increase,"One ability score of your choice increases by 2, and one other ability score of your choice increases by 1, or three ability scores of your choice increase by 1.",gith,MPMM de Githzerai,Augmentation du score de capacité,"Une valeur de capacité de votre choix augmente de 2, et une autre valeur de capacité de votre choix augmente de 1, ou trois valeurs de capacité de votre choix augmentent de 1."
46,gith,Githzerai MPMM,Age,Gith reach adulthood in their late teens and live for about a century.,gith,MPMM de Githzerai,Âge,Les Gith atteignent l’âge adulte à la fin de leur adolescence et vivent environ un siècle.
47,gith,Githzerai MPMM,Size,Medium,gith,MPMM de Githzerai,Taille,Moyen
48,gith,Githzerai MPMM,Speed,30 ft.,gith,MPMM de Githzerai,Vitesse,30 pieds
49,gith,Githzerai MPMM,Languages,"You can speak, read, and write Common and one other language that you and your DM agree is appropriate for your character.",gith,MPMM de Githzerai,Langues,"Vous pouvez parler, lire et écrire le commun et une autre langue que vous et votre MD considérez comme appropriée pour votre personnage."
50,gith,Githzerai MPMM,Subrace,"There are two kinds of gith, githyanki and githzerai. Choose one of these subraces.",gith,MPMM de Githzerai,Sous-race,Il existe deux types de giths : les githyanki et les githzerai. Choisissez l'une de ces sous-races.
51,gith,Githzerai MPMM,Ability Score Improvement,Your Wisdom score increases by 2.,gith,MPMM de Githzerai,Amélioration du score de capacité,Votre score de Sagesse augmente de 2.
52,gith,Githzerai MPMM,Alignment,Githzerai tend toward lawful neutral. Their rigorous training in psychic abilities requires an implacable mental discipline.,gith,MPMM de Githzerai,Alignement,Les Githzerai ont tendance à être neutres et loyaux. Leur entraînement rigoureux aux capacités psychiques requiert une discipline mentale implacable.
53,gith,Githzerai MPMM,Decadent Mastery,"You learn one language of your choice, and you are proficient with one skill or tool of your choice. In the timeless city of Tu'narath, githyanki have bountiful time to master odd bits of knowledge.",gith,MPMM de Githzerai,Maîtrise décadente,"Vous apprenez une langue de votre choix et vous maîtrisez une compétence ou un outil de votre choix. Dans la cité intemporelle de Tu'narath, les githyankis ont tout le temps nécessaire pour maîtriser des bribes de connaissances."
54,gith,Githzerai MPMM,Martial Prodigy,"You are proficient with light and medium armor and with shortswords, longswords, and greatswords.",gith,MPMM de Githzerai,Prodige martial,"Vous maîtrisez les armures légères et moyennes ainsi que les épées courtes, les épées longues et les épées à deux mains."
55,gith,Githzerai MPMM,Githyanki Psionics,"You know the Mage Hand cantrip, and the hand is invisible when you cast the cantrip with this trait.",gith,MPMM de Githzerai,La psionique des Githyanki,"Vous connaissez le tour de passe-passe Main du Mage, et la main est invisible lorsque vous lancez le tour de passe-passe avec ce trait."
56,gith,Githzerai MPMM,Mental Discipline,Your innate psychic defenses grant you advantage on saving throws you make to avoid or end the charmed and frightened conditions on yourself.,gith,MPMM de Githzerai,Discipline mentale,Vos défenses psychiques innées vous confèrent un avantage sur les jets de sauvegarde que vous effectuez pour éviter ou mettre fin aux conditions de charme et de peur sur vous-même.
57,gith,Githzerai MPMM,Githzerai Psionics,"You know the Mage Hand cantrip, and the hand is invisible when you cast the cantrip with this trait.",gith,MPMM de Githzerai,Les pouvoirs psioniques de Githzerai,"Vous connaissez le tour de passe-passe Main du Mage, et la main est invisible lorsque vous lancez le tour de passe-passe avec ce trait."
58,gith,Githzerai MPMM,Astral Knowledge,"You can mystically access a reservoir of experiences of entities connected to the Astral Plane. Whenever you finish a long rest, you gain proficiency in one skill of your choice and with one weapon or tool of your choice, selected from the Player's Handbook, as you momentarily project your consciousness into the Astral Plane. These proficiencies last until the end of your next long rest.",gith,MPMM de Githzerai,Connaissance astrale,"Vous pouvez accéder mystiquement à un réservoir d'expériences d'entités connectées au plan astral. Chaque fois que vous terminez un repos long, vous gagnez la maîtrise d'une compétence de votre choix et d'une arme ou d'un outil de votre choix, sélectionné dans le Manuel du joueur, tandis que vous projetez momentanément votre conscience dans le plan astral. Ces compétences durent jusqu'à la fin de votre prochain repos long."
59,gith,Githzerai MPMM,Psychic Resilience,You have resistance to psychic damage.,gith,MPMM de Githzerai,Résilience psychique,Vous avez une résistance aux dégâts psychiques.
