,race,subrace,section,content,race FR,subrace FR,section FR,content FR
10,yuan-ti pureblood,Yuan-Ti MPMM,Ability Score Increase,"One ability score of your choice increases by 2, and one other ability score of your choice increases by 1, or three ability scores of your choice increase by 1.",yuan-ti pur-sang,MPMM Yuan-Ti,Augmentation du score de capacité,"Une valeur de capacité de votre choix augmente de 2, et une autre valeur de capacité de votre choix augmente de 1, ou trois valeurs de capacité de votre choix augmentent de 1."
11,yuan-ti pureblood,Yuan-Ti MPMM,Age,Purebloods mature at the same rate as humans and have lifespans similar in length to theirs.,yuan-ti pur-sang,MPMM Yuan-Ti,Âge,Les sang-purs mûrissent au même rythme que les humains et ont une durée de vie similaire à la leur.
12,yuan-ti pureblood,Yuan-Ti MPMM,Alignment,Purebloods are devoid of emotion and see others as tools to manipulate. They care little for law or chaos and are typically neutral evil.,yuan-ti pur-sang,MPMM Yuan-Ti,Alignement,Les purs sangs sont dépourvus d'émotions et voient les autres comme des outils de manipulation. Ils se soucient peu de la loi ou du chaos et sont généralement neutres et mauvais.
13,yuan-ti pureblood,Yuan-Ti MPMM,Size,You are Medium or Small. You choose the size when you select this race.,yuan-ti pur-sang,MPMM Yuan-Ti,Taille,Vous êtes de taille Medium ou Small. Vous choisissez la taille lorsque vous sélectionnez cette race.
14,yuan-ti pureblood,Yuan-Ti MPMM,Speed,30 ft.,yuan-ti pur-sang,MPMM Yuan-Ti,Vitesse,30 pieds
15,yuan-ti pureblood,Yuan-Ti MPMM,Darkvision,You can see in dim light within 60 feet of you as if it were bright light and in darkness as if it were dim light. You discern colors in that darkness only as shades of gray.,yuan-ti pur-sang,MPMM Yuan-Ti,Vision dans le noir,"Vous pouvez voir dans la pénombre à moins de 18 mètres de vous comme s'il s'agissait d'une lumière vive et dans l'obscurité comme s'il s'agissait d'une lumière tamisée. Dans cette obscurité, vous ne discernez les couleurs que sous forme de nuances de gris."
16,yuan-ti pureblood,Yuan-Ti MPMM,Innate Spellcasting,"You know the Poison Spray cantrip. You can cast Animal Friendship an unlimited number of times with this trait, but you can target only snakes with it. Starting at 3rd level, you can also cast Suggestion with this trait. Once you cast it, you can't do so again until you finish a long rest. Charisma is your spellcasting ability for these spells.",yuan-ti pur-sang,MPMM Yuan-Ti,Lancer des sorts innés,"Vous connaissez le sort de magie Spray empoisonné. Vous pouvez lancer Amitié animale un nombre illimité de fois avec ce trait, mais vous ne pouvez cibler que les serpents avec. À partir du niveau 3, vous pouvez également lancer Suggestion avec ce trait. Une fois que vous l'avez lancé, vous ne pouvez plus le faire avant d'avoir terminé un repos long. Le Charisme est votre capacité à lancer ces sorts."
17,yuan-ti pureblood,Yuan-Ti MPMM,Magic Resistance,You have advantage on saving throws against spells.,yuan-ti pur-sang,MPMM Yuan-Ti,Résistance magique,Vous avez un avantage sur les jets de sauvegarde contre les sorts.
18,yuan-ti pureblood,Yuan-Ti MPMM,Poison Immunity,You are immune to poison damage and the poisoned condition.,yuan-ti pur-sang,MPMM Yuan-Ti,Immunité au poison,Vous êtes immunisé contre les dégâts de poison et l'état empoisonné.
19,yuan-ti pureblood,Yuan-Ti MPMM,Languages,"You can speak, read, and write Common and one other language that you and your DM agree is appropriate for your character.",yuan-ti pur-sang,MPMM Yuan-Ti,Langues,"Vous pouvez parler, lire et écrire le commun et une autre langue que vous et votre MD considérez comme appropriée pour votre personnage."
20,yuan-ti pureblood,Yuan-Ti MPMM,Poison Resilience,You have advantage on saving throws you make to avoid or end the poisoned condition on yourself. You also have resistance to poison damage.,yuan-ti pur-sang,MPMM Yuan-Ti,Résilience au poison,Vous bénéficiez d'un avantage sur les jets de sauvegarde que vous effectuez pour éviter ou mettre fin à l'état empoisonné dont vous êtes victime. Vous bénéficiez également d'une résistance aux dégâts de poison.
21,yuan-ti pureblood,Yuan-Ti MPMM,Serpentine Spellcasting,"You know the Poison Spray cantrip. You can cast Animal Friendship an unlimited number of times with this trait, but you can target only snakes with it. Starting at 3rd level, you can also cast Suggestion with this trait. Once you cast it, you can't do so again until you finish a long rest. You can also cast it using any spell slots you have of 2nd level or higher.",yuan-ti pur-sang,MPMM Yuan-Ti,Lancer de sorts serpentins,"Vous connaissez le sort de magie Spray empoisonné. Vous pouvez lancer Amitié animale un nombre illimité de fois avec ce trait, mais vous ne pouvez cibler que les serpents avec. À partir du niveau 3, vous pouvez également lancer Suggestion avec ce trait. Une fois que vous l'avez lancé, vous ne pouvez plus le faire avant d'avoir terminé un repos long. Vous pouvez également le lancer en utilisant n'importe quel emplacement de sort de niveau 2 ou supérieur dont vous disposez."
